acq_entity,local_sku,bezeichnung,kategori,anvandning,vardorganism,reaktivitet,storlek,pris_local,currency,supplier_ref,active_flag,free_text_spec,erp_system,source_country
NordBio Sweden,NB-12428,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-22717,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-88804,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-96213,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-47933,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-66053,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-82530,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-72667,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-80002,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-87276,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-45262,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-68276,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-78386,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Denmark,ND-87458,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-34695,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-46670,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-90355,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-93339,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-36462,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-14300,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-46139,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-12618,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-44220,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-23838,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-53097,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-93046,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Denmark,ND-39798,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-66982,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-41462,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-78743,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-48273,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-94473,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-34972,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-71030,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-81248,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-85670,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-33345,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-30835,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-99296,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-36286,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-88398,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-74006,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-38813,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-81826,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-56283,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-67998,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-91593,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-61589,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-44140,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-13554,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-68921,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-68528,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-34299,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-45789,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-35562,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-70509,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-79340,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-78205,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-78550,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-54341,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-93109,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-44443,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-95009,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-33538,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-65080,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-90056,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-71011,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-11634,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-46827,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-74111,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-82567,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-76517,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-75044,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-65057,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-95223,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-30080,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-86104,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-50146,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-26788,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-35808,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-17869,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-78784,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-38828,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-79870,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-15594,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-23711,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-18847,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-49005,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-41498,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-99688,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-53124,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-70105,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-45849,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-20211,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-67952,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-41554,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-23472,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-16699,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-68417,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-59243,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-50426,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-49556,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-78995,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-84622,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-69629,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-37150,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Denmark,ND-21394,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-14260,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-51525,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-95751,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-34808,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-84788,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-70503,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-87576,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-96850,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-76723,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-93431,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-97754,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-26201,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-75599,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-80521,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-46460,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-60764,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-23174,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-93675,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Denmark,ND-66259,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-92345,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-77159,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-62519,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-47908,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Denmark,ND-42330,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-39296,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-60325,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-32784,TNF alfa ELISA kit,ELISA,ELISA,,Human,96 brunnar,535.00,SEK,NA-TNF-96,1,For serum/plasma use,JeevesERP,SE
NordBio Sweden,NB-60120,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-25836,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-96321,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Denmark,ND-42401,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-31347,IL6 ELISA-kit,ELISA,ELISA,,Human,96 brunnar,565.00,SEK,NAIL696,1,Serum och plasma,JeevesERP,SE
NordBio Sweden,NB-13403,CD20 antikropp FITC,Antikroppar,Flodescytometri,Mus,Human,0.1 mL,410.00,SEK,BA100245,1,Clone 2H7 for human FC,JeevesERP,SE
NordBio Sweden,NB-28821,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-10577,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Denmark,ND-92790,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Denmark,ND-14156,GAPDH antistof,Antistoffer,Western blot,Kanin,"Human, mus",100 uL,155.00,DKK,LV-GAPDH-RB-100,1,"Polyclonal, cell lysate validated",Navision,DK
NordBio Sweden,NB-65412,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-13692,CD20 antikropp PE,Antikroppar,Flodescytometri,Mus,Human,100 uL,425.00,SEK,BA-100246,1,PE conjugated clone 2H7,JeevesERP,SE
NordBio Sweden,NB-33796,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
NordBio Sweden,NB-51439,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Sweden,NB-38606,HeLa celllysat,Cellbiologi,WB,,Human,100 ug,135.00,SEK,CN-HELA-LYSATE,1,Legacy stock from prior supplier,JeevesERP,SE
NordBio Denmark,ND-70192,BCA protein assay kit,Proteinanalyse,Protein kvantificering,,,500 test,1295.00,DKK,BG-BCA-500,1,Colorimetric assay kit,Navision,DK
NordBio Sweden,NB-79945,CD3 antikropp FITC,Antikroppar,Flodescytometri,Mus,Manniska,100 ul,345.00,SEK,IP-CD3-FITC-100,1,UCHT1 clone,JeevesERP,SE
