supplier_name,supplier_sku,supplier_product_name,target,host_species,reactivity,application,clone,conjugate,size,size_unit,price_usd,currency,availability_status,lead_time_days,datasheet_id,ruo_flag,description
ImmunoPeak,IP-89731,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,259.52,USD,Low Stock,9,GEN-91717,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-51110,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,384.09,USD,In Stock,5,GEN-13193,Y,Validated for flow cytometry on human PBMC samples
BioAxis,GEN-66192,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1889.58,USD,In Stock,7,GEN-28697,Y,"Same clone, larger pack size"
ImmunoPeak,IP-71137,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,265.90,USD,Low Stock,9,GEN-13026,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-80835,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,784.42,USD,In Stock,2,GEN-87807,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-97253,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,570.06,USD,In Stock,12,GEN-27952,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-83100,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,610.06,USD,Backorder,21,GEN-55369,N,Diagnostic use labeling under evaluation
LabVeritas,LV-60562,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,210.52,USD,In Stock,5,GEN-73182,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-16457,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,298.59,USD,Low Stock,9,GEN-25223,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-39737,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,417.96,USD,In Stock,5,GEN-34823,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-87926,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,530.42,USD,In Stock,6,GEN-51305,Y,PE conjugated variant for human samples
LabVeritas,LV-15521,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,154.45,USD,In Stock,5,GEN-60401,Y,Colorimetric protein quantification kit
BioAxis,BA-96575,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,570.15,USD,In Stock,2,GEN-35402,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-48729,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,666.14,USD,In Stock,2,GEN-37934,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-35125,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,186.14,USD,In Stock,5,GEN-41836,Y,Colorimetric protein quantification kit
BioAxis,BA-97284,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,443.09,USD,In Stock,6,GEN-35347,Y,PE conjugated variant for human samples
BioAxis,GEN-79185,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1641.38,USD,In Stock,7,GEN-24739,Y,"Same clone, larger pack size"
BioAxis,BA-20868,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,649.01,USD,In Stock,2,GEN-14022,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-36686,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,345.68,USD,In Stock,4,GEN-60742,Y,Flow cytometry reagent for whole blood
CytoNova,CN-65169,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,557.41,USD,Backorder,21,GEN-14078,N,Diagnostic use labeling under evaluation
CytoNova,CN-78210,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,600.64,USD,Backorder,21,GEN-29967,N,Diagnostic use labeling under evaluation
BioAxis,BA-66742,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,691.72,USD,In Stock,2,GEN-32279,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-64772,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,131.78,USD,In Stock,8,GEN-37295,Y,Carrier free recombinant human IL-2
LabVeritas,LV-23511,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,201.67,USD,In Stock,3,GEN-84721,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-90421,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,596.81,USD,In Stock,2,GEN-75814,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-95270,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,335.12,USD,In Stock,4,GEN-86654,Y,Flow cytometry reagent for whole blood
CytoNova,CN-36181,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,427.95,USD,In Stock,12,GEN-36804,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-77477,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,481.10,USD,In Stock,5,GEN-69534,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-46676,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,465.71,USD,In Stock,12,GEN-27334,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-96198,HeLa Cell Lysate,,,Human,WB,,,100,ug,128.27,USD,Discontinued,0,GEN-18918,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-52588,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,278.49,USD,Low Stock,9,GEN-49070,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-41902,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,323.76,USD,Low Stock,9,GEN-40590,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-26404,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,175.00,USD,In Stock,5,GEN-61560,Y,Colorimetric protein quantification kit
CytoNova,CN-81604,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,418.89,USD,In Stock,12,GEN-79341,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-34703,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,392.62,USD,In Stock,4,GEN-19764,Y,Flow cytometry reagent for whole blood
BioAxis,BA-15415,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,445.55,USD,In Stock,5,GEN-58795,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-73911,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,173.97,USD,In Stock,3,GEN-22544,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-80866,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,763.76,USD,In Stock,2,GEN-19023,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-79620,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,588.85,USD,Backorder,21,GEN-72934,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-86305,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,386.93,USD,In Stock,4,GEN-87838,Y,Flow cytometry reagent for whole blood
BioAxis,BA-79350,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,411.39,USD,In Stock,5,GEN-57624,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-82820,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,315.35,USD,In Stock,4,GEN-40065,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-52848,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,185.84,USD,In Stock,5,GEN-72518,Y,Colorimetric protein quantification kit
BioAxis,BA-43990,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,469.76,USD,In Stock,6,GEN-79665,Y,PE conjugated variant for human samples
CytoNova,CN-68675,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,117.79,USD,In Stock,8,GEN-32723,Y,Carrier free recombinant human IL-2
BioAxis,GEN-98174,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1884.21,USD,In Stock,7,GEN-22418,Y,"Same clone, larger pack size"
CytoNova,CN-18297,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,156.92,USD,In Stock,8,GEN-23415,Y,Carrier free recombinant human IL-2
CytoNova,CN-99431,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,460.97,USD,In Stock,12,GEN-14965,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-44853,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,385.53,USD,In Stock,4,GEN-15083,Y,Flow cytometry reagent for whole blood
CytoNova,CN-85666,HeLa Cell Lysate,,,Human,WB,,,100,ug,117.87,USD,Discontinued,0,GEN-91757,Y,Whole cell lysate from HeLa line
LabVeritas,LV-87284,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,160.01,USD,In Stock,5,GEN-32769,Y,Colorimetric protein quantification kit
BioAxis,BA-22551,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,458.60,USD,In Stock,5,GEN-99814,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-42792,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,335.92,USD,Low Stock,9,GEN-92849,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-27032,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,670.63,USD,In Stock,2,GEN-43115,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-94635,HeLa Cell Lysate,,,Human,WB,,,100,ug,141.62,USD,Discontinued,0,GEN-85112,Y,Whole cell lysate from HeLa line
BioAxis,BA-26634,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,518.55,USD,In Stock,5,GEN-46018,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-18131,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,647.67,USD,Backorder,21,GEN-15173,N,Diagnostic use labeling under evaluation
CytoNova,CN-70464,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,154.40,USD,In Stock,8,GEN-36182,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-73771,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,331.76,USD,Low Stock,9,GEN-25755,Y,Unconjugated format for secondary antibody workflows
BioAxis,GEN-71635,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1555.08,USD,In Stock,7,GEN-17250,Y,"Same clone, larger pack size"
CytoNova,CN-25421,HeLa Cell Lysate,,,Human,WB,,,100,ug,108.66,USD,Discontinued,0,GEN-42420,Y,Whole cell lysate from HeLa line
CytoNova,CN-85625,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,146.01,USD,In Stock,8,GEN-71989,Y,Carrier free recombinant human IL-2
BioAxis,GEN-25950,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1820.99,USD,In Stock,7,GEN-43569,Y,"Same clone, larger pack size"
CytoNova,CN-65622,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,116.37,USD,In Stock,8,GEN-33679,Y,Carrier free recombinant human IL-2
BioAxis,BA-94491,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,431.11,USD,In Stock,5,GEN-33017,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-87639,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,380.60,USD,In Stock,4,GEN-14519,Y,Flow cytometry reagent for whole blood
BioAxis,BA-20589,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,533.70,USD,In Stock,6,GEN-24666,Y,PE conjugated variant for human samples
BioAxis,BA-73953,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,528.95,USD,In Stock,5,GEN-97273,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-54696,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,499.86,USD,In Stock,5,GEN-66265,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-99586,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,183.00,USD,In Stock,3,GEN-30190,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-63557,HeLa Cell Lysate,,,Human,WB,,,100,ug,128.98,USD,Discontinued,0,GEN-11148,Y,Whole cell lysate from HeLa line
LabVeritas,LV-36423,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,205.40,USD,In Stock,3,GEN-99268,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-19336,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,311.90,USD,In Stock,4,GEN-36091,Y,Flow cytometry reagent for whole blood
BioAxis,BA-51508,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,431.29,USD,In Stock,5,GEN-80121,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-25896,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,645.75,USD,Backorder,21,GEN-93382,N,Diagnostic use labeling under evaluation
CytoNova,CN-40719,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,556.22,USD,Backorder,21,GEN-91794,N,Diagnostic use labeling under evaluation
BioAxis,BA-19137,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,574.61,USD,In Stock,2,GEN-61072,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-58815,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,188.24,USD,In Stock,5,GEN-65721,Y,Colorimetric protein quantification kit
LabVeritas,LV-77934,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,158.94,USD,In Stock,5,GEN-22983,Y,Colorimetric protein quantification kit
BioAxis,BA-68056,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,479.85,USD,In Stock,6,GEN-68592,Y,PE conjugated variant for human samples
LabVeritas,LV-84703,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,171.41,USD,In Stock,3,GEN-42518,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-52045,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,493.52,USD,In Stock,5,GEN-45591,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-87721,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,154.95,USD,In Stock,8,GEN-74018,Y,Carrier free recombinant human IL-2
LabVeritas,LV-24599,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,214.89,USD,In Stock,3,GEN-37744,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-77732,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,548.46,USD,In Stock,12,GEN-22045,Y,Sandwich ELISA for serum and plasma
BioAxis,GEN-16596,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1771.22,USD,In Stock,7,GEN-58116,Y,"Same clone, larger pack size"
ImmunoPeak,IP-54694,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,344.19,USD,In Stock,4,GEN-19687,Y,Flow cytometry reagent for whole blood
CytoNova,CN-88398,HeLa Cell Lysate,,,Human,WB,,,100,ug,122.29,USD,Discontinued,0,GEN-21636,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-33755,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,296.02,USD,Low Stock,9,GEN-38518,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-32053,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,430.47,USD,In Stock,5,GEN-51348,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-76702,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,157.10,USD,In Stock,8,GEN-81603,Y,Carrier free recombinant human IL-2
LabVeritas,LV-54422,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,221.22,USD,In Stock,3,GEN-17462,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-14648,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,587.34,USD,In Stock,2,GEN-44688,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-85203,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,171.18,USD,In Stock,8,GEN-77276,Y,Carrier free recombinant human IL-2
BioAxis,BA-27143,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,496.64,USD,In Stock,6,GEN-94237,Y,PE conjugated variant for human samples
CytoNova,CN-61414,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,545.87,USD,In Stock,12,GEN-75633,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-87250,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,396.10,USD,In Stock,6,GEN-27302,Y,PE conjugated variant for human samples
LabVeritas,LV-72679,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,195.28,USD,In Stock,3,GEN-69598,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-63276,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1668.60,USD,In Stock,7,GEN-38907,Y,"Same clone, larger pack size"
CytoNova,CN-69186,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,646.84,USD,Backorder,21,GEN-36608,N,Diagnostic use labeling under evaluation
LabVeritas,LV-21096,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,235.00,USD,In Stock,3,GEN-66373,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-74322,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,565.49,USD,In Stock,12,GEN-85197,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-45371,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,219.58,USD,In Stock,3,GEN-87057,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-84803,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1535.53,USD,In Stock,7,GEN-86193,Y,"Same clone, larger pack size"
CytoNova,CN-49355,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,639.93,USD,Backorder,21,GEN-81788,N,Diagnostic use labeling under evaluation
CytoNova,CN-53508,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,488.77,USD,Backorder,21,GEN-40381,N,Diagnostic use labeling under evaluation
BioAxis,BA-65702,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,691.55,USD,In Stock,2,GEN-81198,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-42711,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,328.91,USD,In Stock,4,GEN-25626,Y,Flow cytometry reagent for whole blood
BioAxis,BA-49821,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,767.88,USD,In Stock,2,GEN-48878,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-25182,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,370.04,USD,In Stock,5,GEN-81075,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-20585,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,393.38,USD,In Stock,5,GEN-35794,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-98545,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,365.85,USD,In Stock,4,GEN-59502,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-96795,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,156.85,USD,In Stock,5,GEN-29403,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-19298,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,328.92,USD,Low Stock,9,GEN-16850,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-65072,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,238.88,USD,In Stock,3,GEN-55361,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-68068,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1637.80,USD,In Stock,7,GEN-64417,Y,"Same clone, larger pack size"
CytoNova,CN-77561,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,156.80,USD,In Stock,8,GEN-72744,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-21041,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,309.27,USD,Low Stock,9,GEN-81471,Y,Unconjugated format for secondary antibody workflows
BioAxis,BA-16247,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,554.00,USD,In Stock,6,GEN-40978,Y,PE conjugated variant for human samples
ImmunoPeak,IP-68786,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,335.87,USD,In Stock,4,GEN-54561,Y,Flow cytometry reagent for whole blood
CytoNova,CN-49317,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,501.32,USD,Backorder,21,GEN-54908,N,Diagnostic use labeling under evaluation
LabVeritas,LV-53804,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,164.12,USD,In Stock,5,GEN-50859,Y,Colorimetric protein quantification kit
BioAxis,GEN-21864,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1932.99,USD,In Stock,7,GEN-38508,Y,"Same clone, larger pack size"
BioAxis,GEN-96774,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2043.36,USD,In Stock,7,GEN-57966,Y,"Same clone, larger pack size"
BioAxis,BA-54352,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,773.03,USD,In Stock,2,GEN-79892,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-67968,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,137.11,USD,In Stock,8,GEN-71763,Y,Carrier free recombinant human IL-2
BioAxis,GEN-76756,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1508.34,USD,In Stock,7,GEN-32583,Y,"Same clone, larger pack size"
BioAxis,BA-11836,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,454.82,USD,In Stock,6,GEN-30183,Y,PE conjugated variant for human samples
CytoNova,CN-75565,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,131.37,USD,In Stock,8,GEN-33575,Y,Carrier free recombinant human IL-2
LabVeritas,LV-70605,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,194.35,USD,In Stock,3,GEN-86189,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-63485,HeLa Cell Lysate,,,Human,WB,,,100,ug,120.65,USD,Discontinued,0,GEN-91529,Y,Whole cell lysate from HeLa line
BioAxis,GEN-75970,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1551.30,USD,In Stock,7,GEN-94028,Y,"Same clone, larger pack size"
BioAxis,BA-98032,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,378.13,USD,In Stock,6,GEN-44452,Y,PE conjugated variant for human samples
BioAxis,GEN-63366,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1749.40,USD,In Stock,7,GEN-34515,Y,"Same clone, larger pack size"
LabVeritas,LV-92821,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,231.45,USD,In Stock,3,GEN-27694,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-24031,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,411.22,USD,In Stock,5,GEN-56691,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-31188,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,216.44,USD,In Stock,3,GEN-19170,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-48828,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,385.21,USD,In Stock,5,GEN-87892,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-90478,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,303.62,USD,Low Stock,9,GEN-86342,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-85012,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,189.02,USD,In Stock,5,GEN-94138,Y,Colorimetric protein quantification kit
BioAxis,BA-12933,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,740.05,USD,In Stock,2,GEN-60968,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-49824,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,534.26,USD,In Stock,6,GEN-37753,Y,PE conjugated variant for human samples
BioAxis,BA-15587,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,691.52,USD,In Stock,2,GEN-42965,Y,"Healthy donor PBMC, cryopreserved"
